Seller,Product,Price,Quality,Likes,Comments
trophysunday,BRAND NEW Sxfi Air Bluetooth Creative Headphones / Earphones,S$120,New, ,"Hi there! Brand new, unopened Sxfi Air Headphones for sale! Comes with ear pads. If you’re into tech you would know that this set of earphones has mindblowing quality and will make your music sound as if it is the real thing. Hit me up if you’re interested! If we deal during the cb period it will be"
georgelam052192,Acer Predator G6-710 desktop(CPU only),"S$1,000",Intel core i7-6700k Nvdia 980ti 16gb ram Windows 10 operated with 64bit based processor * Price negotiable will deal on most optimal price   Condition is used but software is good as new(note that disc compartment cover abit spoiled but it is still usable)   Once deal is done  -will clean up any dus,8,New Carouseller
royals.co,Lenovo Legion Y700 Gaming Laptop + Free Bag,"S$1,950",New,11,"Brand New. Left 1 Instock!!! FAST DEAL @ $1,900 Authentic Meetup Only :) Transaction via meetup/paynow.  Specs👇🏼 CPU: Intel i7-9750H 2.6GHz  RAM: 16GB  GPU: GTX 1660 TI  Display:  15.6"" Full HD IPS - 144Hz Gaming Panel  Battery: 3Cell  OS: Windows 10 Home"
inenad,Thermalright 2000rpm PC casing fans,S$5,Used,3,$5 each 3 available
propnextopagent,Interested to Own a Second Property in Singapore?,"S$688,888","1,600 sqft",32,Spotlight
123hobby,Ronin sc,S$400,Used,1,condition top local set under warranty  come with full set with case whatapp 97951803
yourfairygodfather,Tai-Hao novelty Dice keycaps,S$7,New,10,"Brand new novelty dice keycap set from reputable keycap makers Tai-Hao / Tai hao. A good option if you want to add a dash of fun, colours, personality or uniqueness to your own keyboard. Comes in lucky emerald green. Standard oem profile. Fits Cherry MX and similar clone keyboard switches. (Your Kal"
streetsale220,Beats Studio 3 Wireless,S$170,Used,7,"Authentic Rarely used headphones Everything is included in the box FAST DEAL - $170  If you’re interested, I’m only able to meet after the current circuit breaker  Tags: Beats, Beats by Dre, Beats Studio 3 Wireless, Beats Headphones, Apple"
aniohow,Triangle borea br03 bookshelf speakers,S$570,Used,69,"bought early 2020 but total playtime less than 24h as I use it for occasional cd listening. lazy to break in as seldom use. looking to up my budget to move up the product line . one of the few speakers with front ported, and paper cone for different taste.  In box and receipt. Walnut color.  Self co"
sgballoons.singapore,Promotions for personalize balloons,S$35,Lowest price guaranteed.  If you can find any thing cheaper elsewhere we will give you additional 10% discount on the total amount ❤️   24inch Custermized balloons available!   ❤Transparent custermized deco balloons - $35 ❤Confetti custermized deco balloons - $38 ❤Mini balloons filled custermized de,79,Spotlight
Hextol,Acer Aspire Notebook Laptop,S$380,Used,13,DISPLAY: 14-inch HD CPU: i7-5500U RAM : 8GB STORAGE: 128GB SSD WINDOWS 10 Matte screen prevent glare from sunlight Aluminium Back Keyboard has nice clicky travel  Outlook: 7/10  Comes with charger.
just_be_honest,"LEADSTAR 14"" Digital Portable USB TV Digital TV with Antenna",S$188,"Digital TV  Portable HD TV, in line with DVB-T/T2, enables to let you watch analog TV, digital TV and ATV. With built-in 1800mAh rechargeable lithium battery for outdoor use, allows you to enjoy TV anywhere. With USB port and SD/MMC card slot, you can play files of your U disk drive. Notes: 1. Pleas",6,New Carouseller
easontwitter,Beats studio 3 wireless,S$220,Used,3,"Almost new Beats studio 3 wireless, just open for test. All accessories brand new. Full set with box."
goodchong,Zotac Nvidia GeForce GTX 1080,S$450,Used,37,"Have been using this GPU on my desktop for 1 year, under utilised. Produces a really good FPS for a good gaming experience.  "
yarzarhein,NZXT Fans,S$3,New,19,Tired of Noisy or Dusty Fans? Change them now! Starting from $3!  120MM and 140MM 3-pin w/o PWM control available  4-pin with PWM control available   PWN Fans used are NZXT AER P https://www.nzxt.com/products/aer-p  Pricing will differ
artzyflorist,#233 | Preserved Red Rose with Cotton Flowers and Dried Flowers Bouquets | Free Message Card Included | Free Delivery Islandwide!,S$65,"😊 For same day collection/delivery, confirmation and payment by 12.30pm will be required.   3 Preserved Red Roses, with Cotton Flowers and Dried Flowers included. Lasting bouquet.  Dimensions: 35cm H, 28cm W. Free Delivery Islandwide!  🌹 For customization of the outer wrapper, you may refer to the c",1,Spotlight
joeashvin,bm 800 Professional Adjustable Condenser Microphone Kits Karaoke Microphone for Computer Studio,S$80,New,3,"HIGHT LIGHTS Low Noise - The BM-800 features extremely quiet self-noise, In technical terms: a noise level of just 16 dB(A). Thus, it is perfectly suited for vocals and audio drama productions in high definition as well as for demanding samples production and instrumental recordings Stability - The "
xiayutian,Floppy Drive Cable,S$1,Used, ,Floppy drive cable.  Can mail.
luna_accs,Orbi Home Wifi system,S$185,"WiFi Coverage  2,000 sq. ft.Orbi Satellite (AC2200)  Four (4) high-performance antennas with high-powered ampliﬁers Implicit & Explicit Beamforming for 2.4 and 5GHz bands MU-MIMO capable for simultaneous data streaming to multiple devicesAC2200 Tri-Band WiFi  Note: Only supports ac routers.  2.4GHz ",3,New Carouseller
hdb.upgrader,Owned an EC but Keen for second property purchase without selling your place?,"S$588,000","1,012 sqft",4,Spotlight
thrillinggoods,Travel Power Adapter Voltage Converter Step Down 220V to 110V AC Output 1875w with 4 Smart USB Charging Ports White[for hairdryer] Powerjc,S$34,New,1,"POWERJC STRENGTHS: Independent R&D, design and manufacturing, directly sold by the factory. Powerjc travel voltage converter 220v to 110v small volume power up to 1875 watts, it uses intelligent MCU program control and high power management system design. POWERJC STRENGTHS: Invention patent design.I"
markw69,Q Acoustics 3020 (pair in Walnut),S$250,Used,6,"Pair of Q Acoustics 3020 walnut speakers with box, retail at $320. Hardly used, perfect condition. (does not include stands in picture)  Can include stands (Atacama Moseco 6 for an additional $180)"
dayren,FS: BNIB Auralic Altair Streaming DAC (Black),"S$1,499",New,7,"BNIB Auralic Altair Streaming DAC in black to clear;  Probably one of the best single-box music source in its price class, high-end DAC, and world-class streaming platform all in a convenient package. Plenty of input sources including network drives, TIDAL, Qobuz, AirPlay, Bluetooth, and much more. "
cforcwen,Mouse Pad flamingo,S$6,New,5,Brand new Free normal mailing
farhan.era,336c Anchorvale Crescent Anchorvale Cove,"S$470,000",990 sqft,40,Spotlight
ourpuggy,Marantz av amplifier 7.1,S$180,Used,13,marantz av surround receiver nr1501.  apparently the original remote may need repair..apart from that 10/10 .  like new.
vipersix1,Surface Pro 7,"S$1,550",Used,4,Bought on the 1st April 2020. Selling as my daughter prefer to use her iPad for her HBL while the Surface Pro is just sitting in the box.  Surface Pro 7 Platinum comes with Surface Pro Signature Type Keyboard Cover and Microsoft Pen in the bundle. Bought new from Microsoft at $1745. Specs is Intel C
littlestorz,($125 Promo) SMSL Sanskrit sk10 mini DAC,S$135,New,11,"If you are looking for a mini portable desktop DAC without burning a big hole in your pocket, this DAC should be a good buy. Trendy looking and built using high quality components. Good enough to hook up to your laptop / TV / mobile. I might not do same GB for this model again so take this opportuni"
just_be_honest,Crenova 1080P Full HD Multi TV Media Player HDMI Video Player with YPbPr USB 2.0 SD and HDMI Ports MP3 AVI RMVB MPEG etc Player with Remote Control,S$38,"Description Crenova® 1080P Full HD Multi TV Media Player, gives you extraordinary video experience.   Moreover, it supports Ypbpr output, external HDD or U disk, SD card and HDMI and various audio and picture format, all these functions will help you to enjoy your HD movie at home, so don’t miss it!",9,New Carouseller
pricelion,Popsical sound with 2 mic,S$280,Used,66,"Type: Speaker Brand: Popsical Special Features: Wired, Volume Limiting, Noise Cancelling, Wireless, Surround Sound, Microphones & Controls, For Sports And Fitness, Others, For Djs, For Gamers, For Audiophiles, For Fashion, For Home Entertainment, For Work"
oblivute.,Nzxt case fans,S$30,Used,2,Computer Parts & Accessories
moversrhs888,BUSINESS AS USUAL!!! CHEAPEST MOVERS SINGAPORE - CHEAP LORRY MOVING SERVICE / PROFESSIONAL MOVER.,S$60,"HP: +65 84544356 Https://wa.me/6584544356 Professional moving service at affordable prices. Cheapest mover in Singapore.   *** WE ONLY HAVE 10FT LORRY ***  *** MINIMUM PRICE AT $60. NON NEGOTIABLE. IF YOU HAVE BUDGET BELOW $60, DON'T BOTHER TO TEXT / PM ME! THANK YOU! ***  📌 10ft lorry  for house mo",251,Spotlight
20nave,Mini -11,S$6,Used, ,Used for 1 to 2 day only
last_minute_sales,1060 6GB *WARRANTY BOX GTX1060 MSI OCV2,S$170,Used,136,Selling MSI OCV2 GTX 1060 6GB. Warranty till August 2020 by Corbell Technologies. Warranty can be claimed with a warranty sticker on the card. Comes with original box and accessories.
bbbdby,Sennheiser Ambeo Sound Bar,"S$3,400",Used,19,"Revolutionary 3D sound delivered from a Sound Bar!  Purchased in Singapore. Comes with complete original equipment and accessories and official Sennheiser 24 months warranty valid till 09/2021. Top condition, rarely used. Original price 3,890 SGD.  Selling as moving out of Singapore and the item is "
newchapters.,"Camera Lens, Watch, laptop Cleaner Set! Ideal For Business and Personal Use!",S$9,New,231,"-Very versatile cleaning set for camera lens, watches, laptops, electronics and Gadgets! -For business and personal use!  Suitable for: Camera, Videos, Lenses, CCD and other optics.  1. Lens Cleaning Pen Brush  Safe for all lenses,inclunding multi-coated surfaces.  Unique cleaning compound will not "
home.connection,Disposal/ house moving services direct WhatsApp 92385843 Johnsionmovers,S$28,"FREE Quotation www.johnsionmover.com      货运/专业搬家服务        PINDAH RUMAH Delivery service from $28 onwards ,luggages /boxes. Proffesional House moving/ room/office/STORAGE/disposal..  All Type of moving we all can handle it ✓✓ WhatsApp Link: Https://wa.me/6592385843   Direct WHATSAPP 92385843 Johnsio",198,Spotlight
newchapters.,"Suspender And Bow Tie Set! Wedding, Party, Engagement! Christmas Party!",S$8.50,New,213,Very good quality! I used these sets for my own wedding gate crash for my brothers! Can be used in many events and parties!  Ajustable and elesticated Fit for most men  * Item Fabric:Poleyester 
babasai,NEW 4.3 Inch PSP Handheld Game Player With 3000+ games Support Video Camera MP5,S$48,NEW 4.3 Inch PSP Handheld Game Player With 3000+ games Support Video Camera MP5,17,New Carouseller
yourdailystore99,🎉Brandnew🎉Cheapest🎉 Logitubo webcam Webcam 1080P/1536P Live Streaming Camera with Microphones,S$32,New,16,"Are your looking for a PC WEBCAM that can provide clear images and crystal,clear audio?Now, buy LOGITUBO 920M3 streaming webcam will be your smartest choice.  1536P/1080P/720P Video recording and calling. Record vibrant, true-to-life videos up to HD 1536p.It capture more details in the video, good c"
chewzhisheng,NZXT Aer F 120mm,S$10,Used,9,Selling nzxt aer f 120mm fans @ $10 each Used only for 1mth *does not come w mounting screws*
newchapters.,"Stylish Plasma Lighter, Rechargeable, Flameless and Electronic!",S$9,New,213,Impress your friends with your style with this cool flawless lighter! Be a badass!  Features: 100% brand new and high quality. Specification: Size: 8x0.5CM Weight: about 37g Windproof: Yes Material: Plasticity Package Include: 1 USB cigarette case lighter(inner battery included)   1 USB charging wir
pc_repair_sg,Laptop Screen Repair,S$40,"WhatsApp Us: https://wa.me/6591253054
 
 How it works:
 1. There will be a $40 diagnostic charge, which includes a free pick-up from your home.
 2. Our diagnostics will uncover everything that needs to be fixed with your computer, and we will provide a no-obligation quotation for the repairs.
 3. If",6,Spotlight
newchapters.,Charge 3 Strap Silicon Replacement! High Quality!,S$7.50,New,194,"Highlights: ● Made of Premium soft Silicone, comfortable wear. ● Eco-friendly, durable,  lightweight , Sweat resistant, Breathable. ● Stainless Steel Black Buckle, nice looking and upscale. ● No need any tool installation, easy to assemble and resize. ● size: 5.5"" - 7.1"" wrist strap length:95mm+103m"
craftfixbuild,[Used] Palit 1660 Super GamingPro OC 6GB,S$320,Used, ,Almost Brand New Palit 1660 Super/ 1660S graphics card. Local card with 3 year warranty.  Used for 1.5 months or so. Upgrade your gaming experience. Easily run 1440p games on high and above.   Condition is pristine. comes with backplate and original box.  #intel#amd#ryzen#asus#asrock#gigabyte#msi#TU
rafa53,Dell core i5 touch screen 8gb ram 256ssd good condition no issue,S$435,"Screen 12.6” Have camera, Bluetooth, wifi, hdmi port available  Full HD  Touch screen  Windows 10 pro Ms office 2016 Free antivirus  Including charger ",4,New Carouseller
mattlam.propnex,🏦The World's Best Savings Plan | Easier Than You Think,"S$888,888",888 sqft,22,Spotlight
newchapters.,Drinking Gambling Game Dice! Exciting and Fun!,S$4,New,196,"Each $4 Drink Decider Dice There are no losers in this game! Roll the dice and make your partners suffer the consequences in this game of chance. The die describes drink ways.Like""Drink at will ""Bottom up""""Drink half cup""""No drink""""Sip""""Drink 2 cups"". Roll and then do as the dice says. Perfect as Gi"
tants001,Sound blaster audigy 2,S$10,Used,2,"A used sound blaster audigy 2 sound card. Should be working, sold as it is."
live_and_let_live,Clock Disguised Spy Hidden Camera,S$50,New,2,Brand new
newchapters.,Digital LCD Water Tester Quality and Temperature TDS Tester!,S$9,New,189,"Can be used at fish tank, aquarium, home, swimming pools and water quality testing!   Description: The LCD digital TDS meter tester is used for testing the filter water quality purity, to check the performance of your water. In order to make sure you always drink pure and safe water, the TDS meter t"
moversrhs888,BUSINESS AS USUAL!!! CHEAPEST MOVERS SINGAPORE - CHEAP LORRY MOVING SERVICE / PROFESSIONAL MOVER.,S$60,"HP: +65 84544356 Https://wa.me/6584544356 Professional moving service at affordable prices. Cheapest mover in Singapore.   *** WE ONLY HAVE 10FT LORRY ***  *** MINIMUM PRICE AT $60. NON NEGOTIABLE. IF YOU HAVE BUDGET BELOW $60, DON'T BOTHER TO TEXT / PM ME! THANK YOU! ***  📌 10ft lorry  for house mo",251,Spotlight
sinsengcomponents,"Hidden Spy Camera - Convert PIR Motion Sensor CCTV Camera [Full-HD 1080P 2MP, Invisible IR Night-Vision, Hybrid 4 in 1(AHD-TVI-CVI-CVBS), 3.7mm Lens]",S$20,New,28,"About Us Established since 1971, Sinseng Components Pte Ltd is  Importer/Exporter/Distributor/Wholesaler of Security Surveillance CCTV Camera/Wireless IP Camera/Solar IP Camera System: Our Wide-Range of Brands & Products includes: •House Brand 7-STAR* Distributor: •Authorised VSTARCAM Distributor: •"
pangkp15,Bluetooth Smart Watch IP67 Waterproof Sport Band Fitness Tracker for Android iOS,S$16,Bluetooth Smart Watch IP67 Waterproof Sport Band Fitness Tracker for Android iOS  https://youtu.be/Kplkca-QdAk  Function:  Blood Pressure Passometer Sleep Tracker Push Message Heart Rate Tracker Blood oxygen Alarm Clock Remote Control Social Media Notifications Message Reminder Call Reminder 1.3 inc,3,New Carouseller
exquisite.thriftss,BN Mermaid Iphone7/8 Case,S$2,New, ,brand new!!   colour and design is really pretty and has a translucent feel to it!   additional $1 for postage.   dm if interested/for more info!! 
